Наименование товара;Цена розничная;Минимальная партия, шт;Количество в упаковке;Изображение;Производитель
Вода питьевая «Bonaqua» среднегазированная, 1.5 л;1.3;1;9;https://img.unistore.by/UserFiles/images/catalog/Goods/4451/00744451/norm/thumbs/00744451.n_1_1000x1000.png.jpg?1684528206;Бутилированная питьевая вода Bonaqua появилась в Германии в 1988 году, постепенно распространившись по всему европейскому рынку. На белорусском рынке Bonaqua появилась в 1996 году, высочайшие стандарты качества производства компании Кока-Кола позволяют гарантировать кристально чистый вкус Bonaqua и создавать воду, идеально подходящую для ежедневного потребления.
Вода минеральная «Дарида» газированная, 1.5 л;1.32;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6526/00936526/norm/thumbs/00936526.n_1_1000x1000.png.jpg?1684567806;Природная, лечебно-столовая, сульфатно-хлоридная, натриевая, газированная. Скважины №№ 2/97 и 3/01 глубиной 410 м и 387 м соответственно, расположенные на территории предприятия. Может использоваться в качестве столового напитка и в виде питья по назначению врача при следующих заболеваниях: хронический гастриты с нормальной и пониженной секреторной функциями желудка, неосложнённая язвенная болезнь желудка и 12-пёрстной кишки, болезни оперированного желудка по поводу язвенной болезни и 12-пёрстной кишки, хронические колиты и энтероколиты, хронические заболевания печени и желчевыводящих путей (гепатиты, холециститы, желчнокаменная болезнь), постхолецистэктомический синдром, хронические панкреатиты, болезни обмена веществ (сахарный диабет, подагра, ожирение, мочекислый диатез, оксалурия, фосфатурия), хронические заболевания мочевыводящих путей, мочекаменная болезнь, заболевания полости рта и зубов.
Вода минеральная «Минская-4» газированная, 1.5 л;1.32;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/0843/00300843/norm/thumbs/00300843.n_1_1000x1000.png.jpg?1684567805;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
Вода питьевая «Святой источник» негазированная, 1 л;1.33;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/4259/00524259/norm/thumbs/00524259.n_1_1000x1000.png.jpg?1684567805;"Питьевая вода «Святой Источник» без газа — это вода, которая добывается из артезианских скважин.Тщательный подход к выбору источников позволяет использовать щадящие, современные методы фильтрации, которые не меняют природную структуру воды, благодаря этому в воде ""Святой Источник"" не нарушается оптимальное содержание солей и микроэлементов необходимых человеку."
Вода питьевая «Bonaqua» негазированная, 1 л;1.34;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2196/00012196/norm/thumbs/00012196.n_1_1000x1000.png.jpg?1684567805;Бутилированная питьевая вода Bonaqua появилась в Германии в 1988 году, постепенно распространившись по всему европейскому рынку. На белорусском рынке Bonaqua появилась в 1996 году, высочайшие стандарты качества производства компании Кока-Кола позволяют гарантировать кристально чистый вкус Bonaqua и создавать воду, идеально подходящую для ежедневного потребления.
Вода питьевая «Bonaqua» сильногазированная, 1 л;1.3599999999999999;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2075/00012075/norm/thumbs/00012075.n_1_1000x1000.png.jpg?1684567805;Чистая. Артезианская, очищенная, кондиционированная, первой категории. Метод обеззараживания - озонирование.
Вода питьевая «Bonaqua» среднегазированная, 1 л;1.3599999999999999;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/4450/00744450/norm/thumbs/00744450.n_1_1000x1000.png.jpg?1684567806;Бутилированная питьевая вода Bonaqua появилась в Германии в 1988 году, постепенно распространившись по всему европейскому рынку. На белорусском рынке Bonaqua появилась в 1996 году, высочайшие стандарты качества производства компании Кока-Кола позволяют гарантировать кристально чистый вкус Bonaqua и создавать воду, идеально подходящую для ежедневного потребления.
Вода питьевая «Bonaqua» газированная со вкусом лимона, 1 л;1.38;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3924/00063924/norm/thumbs/00063924.n_1_1000x1000.png.jpg?1684567805;0.3 ккал/1.1 кДж
Вода питьевая «Bonaqua» газированная со вкусом малины, 1 л;1.38;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/5725/00095725/norm/thumbs/00095725.n_1_1000x1000.png.jpg?1684567805;0.1 ккал/0.6 кДж
Вода питьевая «Святой источник» негазированная, 0.75 л;1.42;5;15;https://img.unistore.by/UserFiles/images/catalog/Goods/3044/00523044/norm/thumbs/00523044.n_1_1000x1000.png.jpg?1684096208;"Спортивная бутилированная вода «Святой Источник» 0,75 л  идеально подходит для эффективных занятий спортом благодаря эргономичной форме бутылки, удобной крышке и оптимальному объему воды.Тщательный подход к выбору источников воды позволяет использовать щадящие, современные методы фильтрации, которые не меняют природную структуру воды, благодаря этому в воде ""Святой Источник"" не нарушается оптимальное содержание солей и микроэлементов необходимых человеку."
Вода минеральная «Ессентуки № 17» 1,5 л.;1.48;3;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6144/00536144/norm/thumbs/00536144.n_1_1000x1000.png.jpg?1684355406;"ООО ""Ессентукские Минеральные Воды+"",Россия,357600,Ставропольский кр.,г.Ессентуки,ул.Пятигорская,129"
Вода минеральная «Ессентуки № 4» 1,5 л.;1.48;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6145/00536145/norm/thumbs/00536145.n_1_1000x1000.png.jpg?1684528206;"ООО ""Ессентукские Минеральные Воды+"",Россия,357600,Ставропольский кр.,г.Ессентуки,ул.Пятигорская,129"
Вода мин.газ«НАГУТСК-26»(т.з.)Мтаби1.25л;1.52;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/9123/01409123/norm/thumbs/01409123.n_1_1000x1000.png.jpg?1684567806;Импорт
Вода питьевая «Bonaqua» газированная со вкусом лимона, 1.5 л;1.55;3;9;https://img.unistore.by/UserFiles/images/catalog/Goods/7658/00677658/norm/thumbs/00677658.n_1_1000x1000.png.jpg?1684096208;0.3 ккал/1.1 кДж
Вода минеральная «Минская-4» газированная, 2 л;1.6099999999999999;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2014/00012014/norm/thumbs/00012014.n_1_1000x1000.png.jpg?1684567805;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
Вода минеральная «Аш-тау» газированная, 1.5 л;1.6600000000000001;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/1762/00771762/norm/thumbs/00771762.n_1_1000x1000.png.jpg?1684567806;"ЗАО ""Водная компания ""Старый источник"", 357201, Ставропольский край, г. Минеральные Воды, ул. Калинина, 113, Россия."
Вода питьевая «Bonaqua» негазированная, 2 л;1.75;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2197/00012197/norm/thumbs/00012197.n_1_1000x1000.png.jpg?1684567805;очищенная вода, хлорид магния, хлорид кальция. Общая минерализация 100-500 мг/л, общая жёсткость 1.5-4 мг-экв/ л. Химический состав: Катионы, мг/л: Магний 15-30, Кальций 15-30, Натрий и Калий не более 50. Анионы, мг/л, не более: Хлориды 150, Гидрокарбонаты 100, Сульфаты 50.
Вода питьевая «Bonaqua» среднегазированная, 2 л;1.75;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/4452/00744452/norm/thumbs/00744452.n_1_1000x1000.png.jpg?1684567806;Бутилированная питьевая вода Bonaqua появилась в Германии в 1988 году, постепенно распространившись по всему европейскому рынку. На белорусском рынке Bonaqua появилась в 1996 году, высочайшие стандарты качества производства компании Кока-Кола позволяют гарантировать кристально чистый вкус Bonaqua и создавать воду, идеально подходящую для ежедневного потребления.
Вода питьевая «Bonaqua» сильногазированная, 2 л;1.87;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2098/00012098/norm/thumbs/00012098.n_1_1000x1000.png.jpg?1684567805;очищенная вода, диоксид углерода 0.50 %-0.90 %, хлорид магния, хлорид кальция, источник воды - артезианские скважины № 1, 2, 3, 4 г. Общая минерализация 100-500 мг/л, общая жёсткость 1.5-4.0 мг-экв/л. Химический состав: Катионы, мг/л: Магний 15-30, Кальций 15-30, Натрий и Калий не более 50. Анионы, мг/л, не более: Хлориды 150, Гидрокарбонаты 100, Сульфаты 50.
Вода «Боровая» питьевая, природная, негазированная, 0.33 л.;1.88;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/3944/00453944/norm/thumbs/00453944.n_1_1000x1000.png.jpg?1684096208;Из артезианской скважины.
Вода минеральная «Боровая» газированная 0.33 л.;1.88;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/9233/00249233/norm/thumbs/00249233.n_1_1000x1000.png.jpg?1684567805;вода минеральная, двуокись углерода.
Вода питьевая «Bonaqua» газированная со вкусом малины, 2 л;1.99;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/5175/00045175/norm/thumbs/00045175.n_1_1000x1000.png.jpg?1684567805;0.1 ккал/0.6 кДж
Вода питьевая «Biта» негазированная, 5 л.;2.02;2;2;https://img.unistore.by/UserFiles/images/catalog/Goods/6448/00986448/norm/thumbs/00986448.n_1_1000x1000.png.jpg?1684567806;вода питьевая обработанная.
Вода питьевая «Bonaqua» газированная со вкусом лимона, 2 л;2.16;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/4212/00064212/norm/thumbs/00064212.n_1_1000x1000.png.jpg?1684567805;0.3 ккал/1.1 кДж
Вода минеральная «Набеглави» газированная, 1 л;2.22;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2648/00152648/norm/thumbs/00152648.n_1_1000x1000.png.jpg?1684567805;"АО ""Хелси Вотер"", 4915, р-н Чохатаури, Село Набеглави, Грузия."
Вода природная питьевая «Фрост» негазированная, 5 л.;2.24;2;2;https://img.unistore.by/UserFiles/images/catalog/Goods/4456/00964456/norm/thumbs/00964456.n_1_1000x1000.png.jpg?1684567806;"СП ""Фрост и К"", 225620, Брестская обл., Дрогичинский р-н, аг. Хомск, ул. Советская, 52, Республика Беларусь."
Питьевая вода «Фрост» Classic негазированная, 5 л.;2.24;2;2;https://img.unistore.by/UserFiles/images/catalog/Goods/0662/00760662/norm/thumbs/00760662.n_1_1000x1000.png.jpg?1684567806;"ООО ""Фрост и К"", РБ, 225620, Брестская обл., Дрогичинский р-н, д. Хомск, ул. Советская, 52"
Вода питьевая «Praleska» негазированная, 5.55 л.;2.2800000000000002;2;2;https://img.unistore.by/UserFiles/images/catalog/Goods/7524/00927524/norm/thumbs/00927524.n_1_1000x1000.png.jpg?1684567806;"ЧП ""Дарида"", 223028, г. Минск, агр. г. Ждановичи, ул. Линейная, 1/А, Республика Беларусь."
Вода питьевая «Минская» негазированная, 5 л.;2.41;1;2;https://img.unistore.by/UserFiles/images/catalog/Goods/7292/00787292/norm/thumbs/00787292.n_1_1000x1000.png.jpg?1684567806;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
Вода питьевая «Darida» Aqua, негазированная, 5.55 л.;2.48;2;2;https://img.unistore.by/UserFiles/images/catalog/Goods/6492/00936492/norm/thumbs/00936492.n_1_1000x1000.png.jpg?1684567806;Первой категории. Артезианская вода. Скважина № 1/99 глубиной 266 м, расположенная на территории предприятия. Общая минерализация - 0.3-0.6 г/л. Общая жёсткость - 4.0-6.0 мг-экв/л. Химический состав: Ca 50-80 мг/л, Mg 10-50 мг/л, K 2-20 мг/л, Na 10-20 мг/л, HCO 250-400 мг/л, Cl менее 100 мг/л, SO4 менее 100 мг/л.
Вода минеральная «Borjomi» газированная, 0.5 л;2.7800000000000002;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/0048/00050048/norm/thumbs/00050048.n_1_1000x1000.png.jpg?1684528206;Минеральная, лечебно-столовая, сильногазированная вода Borjomi — минеральная вода вулканического происхождения. Насыщенная природным углекислым газом, она способна подниматься на поверхность без помощи каких-либо насосов с глубины 8-10 км теплым потоком (38–41°С). Проходя через породы Кавказских гор, Borjomi обогащается композицией из 60 различных минералов.Минеральная вода Borjomi – бесценный дар природы. Она подходит как для ежедневного употребления, так и для эффективной профилактики и лечения десятков болезней (системы пищеварения и обмена веществ, простуды). Благодаря своему уникальному комплексу минералов вулканического происхождения, она не только утоляет жажду, но и эффективно очищает организм, повышает иммунитет и способствует повышению тонуса организма, что дает вам возможность наслаждаться жизнью! Она действует как «душ изнутри».
Вода минеральная «Borjomi» газированная, 0.75 л;3.1;3;6;https://img.unistore.by/UserFiles/images/catalog/Goods/7869/00467869/norm/thumbs/00467869.n_1_1000x1000.png.jpg?1684567805;"АО ""БОРЖОМСКИЙ РАЗЛИВОЧНЫЙ ЗАВОД Н1"", 1200, г. Боржоми, ул. Тори, 39, Грузия."
Вода минеральная «Borjomi» газированная, 0.5 л;3.24;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/4046/00254046/norm/thumbs/00254046.n_1_1000x1000.png.jpg?1684355406;"АО ""БОРЖОМСКИЙ РАЗЛИВОЧНЫЙ ЗАВОД Н1"", 1200, г. Боржоми, ул. Тори, 39, Грузия."
Вода минеральная «Borjomi» газированная, 1.25 л;3.79;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/8513/00888513/norm/thumbs/00888513.n_1_1000x1000.png.jpg?1684355407;"ООО ""Аидеис Боржоми Бевериджис Компани"", 1200, г. Боржоми, ул. Тори, 39, Грузия."
Вода минеральная «Borjomi» газированная, 1 л;4.06;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6374/00256374/norm/thumbs/00256374.n_1_1000x1000.png.jpg?1684567805;Минеральная, лечебно-столовая, сильногазированная вода Borjomi — минеральная вода вулканического происхождения. Насыщенная природным углекислым газом, она способна подниматься на поверхность без помощи каких-либо насосов с глубины 8-10 км теплым потоком (38–41°С). Проходя через породы Кавказских гор, Borjomi обогащается композицией из 60 различных минералов.Минеральная вода Borjomi – бесценный дар природы. Она подходит как для ежедневного употребления, так и для эффективной профилактики и лечения десятков болезней (системы пищеварения и обмена веществ, простуды). Благодаря своему уникальному комплексу минералов вулканического происхождения, она не только утоляет жажду, но и эффективно очищает организм, повышает иммунитет и способствует повышению тонуса организма, что дает вам возможность наслаждаться жизнью! Она действует как «душ изнутри».
Квас «Квасовар» Белорусский, оригинальный, 1.5 л;1.45;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/1744/00581744/norm/thumbs/00581744.n_1_1000x1000.png.jpg?1684567805;8 г
Квас брожения «Старажытны» 1.4 л.;1.51;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/1837/00981837/norm/thumbs/00981837.n_1_1000x1000.png.jpg?1684567806;30 ккал / 130 кДж
Квас «Лидский» хлебный, 1 л;1.55;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3838/00593838/norm/thumbs/00593838.n_1_1000x1000.png.jpg?1684567805;4.3 г
Квас «Белогорье» Белорусский оригинальный, бочковой, 1.5 л;1.58;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/3206/00633206/norm/thumbs/00633206.n_1_1000x1000.png.jpg?1684567805;8 г, не более
Квас «Белорусский» темный, 1.5 л;1.6600000000000001;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/1745/00581745/norm/thumbs/00581745.n_1_1000x1000.png.jpg?1684567805;8 г
Квас «Лидский» темный, 1 л;1.72;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3830/00593830/norm/thumbs/00593830.n_1_1000x1000.png.jpg?1684567805;7.6 г
Квас «Аліварскі» Dark Side, 1.5 л;1.85;9;9;https://img.unistore.by/UserFiles/images/catalog/Goods/7519/00977519/norm/thumbs/00977519.n_1_1000x1000.png.jpg?1684567806;37 ккал / 155 кДж
Квас «Лидский» Crazy Crush, клюква, 1.5 л;1.97;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2279/01172279/norm/thumbs/01172279.n_1_1000x1000.png.jpg?1684567806;г
Квас «Хатнi» Cпраўны, 1.4 л;1.97;9;9;https://img.unistore.by/UserFiles/images/catalog/Goods/9520/00569520/norm/thumbs/00569520.n_1_1000x1000.png.jpg?1684567805;8 г
Квас «Лидский» темный, 1.5 л;2.02;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/0025/00310025/norm/thumbs/00310025.n_1_1000x1000.png.jpg?1684567805;7.6 г
Квас «Хатні» спраўны, 1.9 л.;2.09;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2643/00582643/norm/thumbs/00582643.n_1_1000x1000.png.jpg?1684567805;8 г
Квас «Лидский» хлебный, 1.5 л;2.21;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/7490/00197490/norm/thumbs/00197490.n_1_1000x1000.png.jpg?1684567805;6.4 г
Квас «Лидский» хлебный, 2 л.;2.21;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/0030/00140030/norm/thumbs/00140030.n_1_1000x1000.png.jpg?1684567805;6.4 г
Квас «Лидский» темный, 2 л.;2.39;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/0453/00690453/norm/thumbs/00690453.n_1_1000x1000.png.jpg?1684567806;г
Нап«ELESTE COCKTAILS»(пинк баблс)2л;1.18;3;6;https://img.unistore.by/UserFiles/images/catalog/Goods/7010/01387010/norm/thumbs/01387010.n_1_1000x1000.png.jpg?1684567806;Импорт
Напиток «Eleste» апельсин, 2 л.;1.18;3;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2000/00612000/norm/thumbs/00612000.n_1_1000x1000.png.jpg?1684355406;ИП Шлык З. Л., 243140, Брянская обл., г. Клинцы, ул. Ворошилова, 62-44, РФ.
Напиток «ВитаМикс» мультифрукт, 0.5 л.;1.19;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2551/00942551/norm/thumbs/00942551.n_1_1000x1000.png.jpg?1684567806;9.2 г
Напиток газированный «100 % Лето. Кола» 2 л.;1.2;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6888/00726888/norm/thumbs/00726888.n_1_1000x1000.png.jpg?1684567806;0.1 г
Напиток негазированный «ВитаМикс» черешня, 0.5 л.;1.2;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2555/00942555/norm/thumbs/00942555.n_1_1000x1000.png.jpg?1684567806;г
Напиток безалкогольный «ВитаМикс» лимон-мята, 0.5 л.;1.21;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2544/00942544/norm/thumbs/00942544.n_1_1000x1000.png.jpg?1684567806;9.5 г
Напиток газированный «Советская классика» дюшес, 2 л.;1.24;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/9392/00919392/norm/thumbs/00919392.n_1_1000x1000.png.jpg?1684567806;0.58 ккал / 2.5 кДж
Напиток газированный «Bubble» клубника со сливками, 2 л;1.25;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/1336/00971336/norm/thumbs/00971336.n_1_1000x1000.png.jpg?1684567806;г
Напиток газированный «Bubble» киви и банан, 2 л;1.3;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/1334/00971334/norm/thumbs/00971334.n_1_1000x1000.png.jpg?1684567806;г
Нап«ELESTE COCKTAILS»(Блу Гавайи)2л;1.33;3;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2549/01622549/norm/thumbs/01622549.n_1_1000x1000.png.jpg?1684355407;Импорт
Напиток «Aqua» фруктовая с ароматом лимона и клубники, 0.75 л.;1.37;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/8855/00028855/norm/thumbs/00028855.n_1_1000x1000.png.jpg?1684567805;5.5 г
Напиток «Cola» 2 л.;1.37;3;6;https://img.unistore.by/UserFiles/images/catalog/Goods/1996/00611996/norm/thumbs/00611996.n_1_1000x1000.png.jpg?1684567805;ИП Шлык З. Л., 243140, Брянская обл., г. Клинцы, ул. Ворошилова, 62-44, РФ.
Напиток «Дарида» снежок, 0.75 л.;1.37;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/8498/00028498/norm/thumbs/00028498.n_1_1000x1000.png.jpg?1684567805;8.1 г
Напиток «SCHWEPPES»(SPRITZ) 0.85л;1.5;1;15;https://img.unistore.by/UserFiles/images/catalog/Goods/1480/01571480/norm/thumbs/01571480.n_1_1000x1000.png.jpg?1684567806;Новый
Напиток газированный «Darida» Лимон, 1.45 л;1.54;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2748/00552748/norm/thumbs/00552748.n_1_1000x1000.png.jpg?1684567805;9.6 г
Напиток «Сок березовый» 1 л.;1.55;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2007/00012007/norm/thumbs/00012007.n_1_1000x1000.png.jpg?1684567805;6 г
Напиток негазированный «Aqua» с ароматом лимона и клубники, 1.5;1.58;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/5664/00155664/norm/thumbs/00155664.n_1_1000x1000.png.jpg?1684567805;5.5 г
Напиток негазированный «Darida» VitaMix, мультифрукт, 1 л;1.58;9;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2553/00942553/norm/thumbs/00942553.n_1_1000x1000.png.jpg?1684567806;9.2 г
Напиток негазированный «Darida» Аква Фруктовая, персик, 1.5 л;1.58;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/4658/00634658/norm/thumbs/00634658.n_1_1000x1000.png.jpg?1684567805;5.5 г
Напиток «Бела-Кола» классик, 1 л.;1.6;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/7117/00097117/norm/thumbs/00097117.n_1_1000x1000.png.jpg?1684567805;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
Напиток газированный «Fanta» апельсин, 500 мл;1.6;12;24;https://img.unistore.by/UserFiles/images/catalog/Goods/2087/00012087/norm/thumbs/00012087.n_1_1000x1000.png.jpg?1684567805;г
Напиток газированный «Sprite» лайм и лимон, 500 мл;1.6;12;24;https://img.unistore.by/UserFiles/images/catalog/Goods/2084/00012084/norm/thumbs/00012084.n_1_1000x1000.png.jpg?1684567805;менее 0.1 г
Напиток негазированный «Darida» Aqua» ароматом яблока, 1.5 л;1.6;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/5666/00155666/norm/thumbs/00155666.n_1_1000x1000.png.jpg?1684567805;5.5 г/100 см³
Напиток негазированный «Darida» VitaMix, черешня, 1 л;1.6;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2557/00942557/norm/thumbs/00942557.n_1_1000x1000.png.jpg?1684567806;г
Лимонад газированный «Fantola» blue malina, 1 л;1.63;1;12;https://img.unistore.by/UserFiles/images/catalog/Goods/0042/01320042/norm/thumbs/01320042.n_1_1000x1000.png.jpg?1684355407;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газированный «Coca-Cola» 500 мл;1.67;24;24;https://img.unistore.by/UserFiles/images/catalog/Goods/2083/00012083/norm/thumbs/00012083.n_1_1000x1000.png.jpg?1684567805;10.6 г
Напиток газированный «Coca-Cola» без сахара, 500 мл;1.67;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/3890/00553890/norm/thumbs/00553890.n_1_1000x1000.png.jpg?1684567805;0.2 ккал/ 0.8 кДж
Напиток газ.«FANTOLA CITRUS» (пэт) 1л;1.73;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2094/01632094/norm/thumbs/01632094.n_1_1000x1000.png.jpg?1684355407;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газ.«FANTOLA COLA» (пэт) 1л;1.73;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2053/01632053/norm/thumbs/01632053.n_1_1000x1000.png.jpg?1684355407;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток «Дарида» зеленый чай с ароматом лимона, 1.5 л.;1.78;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6949/00096949/norm/thumbs/00096949.n_1_1000x1000.png.jpg?1684182606;8 г/100 см³
Лимонад газ«ФАНТОЛА СПЭЙС КАУ»(ПЭТ)1л;1.8;1;12;https://img.unistore.by/UserFiles/images/catalog/Goods/9714/01279714/norm/thumbs/01279714.n_1_1000x1000.png.jpg?1684355407;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Лимонад газированный «Fantola» баббол гам, 1 л;1.8;1;12;https://img.unistore.by/UserFiles/images/catalog/Goods/9704/01279704/norm/thumbs/01279704.n_1_1000x1000.png.jpg?1684441806;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток «Schweppes» пряная клюква, 0.5 л.;1.88;12;24;https://img.unistore.by/UserFiles/images/catalog/Goods/3397/00193397/norm/thumbs/00193397.n_1_1000x1000.png.jpg?1684528206;7.2 г
Напиток «Schweppes» биттер лемон, 0.5 л.;1.9;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/3399/00193399/norm/thumbs/00193399.n_1_1000x1000.png.jpg?1684355406;9.1 г
Напиток «Schweppes» мохито, 0.5 л.;1.9;12;24;https://img.unistore.by/UserFiles/images/catalog/Goods/4630/00714630/norm/thumbs/00714630.n_1_1000x1000.png.jpg?1684528206;10.6 г
Напиток безалкогольный газированный «Pepsi» mojito taste, 1 л;1.9;6;9;https://img.unistore.by/UserFiles/images/catalog/Goods/1845/01371845/norm/thumbs/01371845.n_1_1000x1000.png.jpg?1684355407;1 ккал/4 кДж
Напиток газированный «Schweppes» Индиан Тоник, 500 мл;1.9;12;24;https://img.unistore.by/UserFiles/images/catalog/Goods/3398/00193398/norm/thumbs/00193398.n_1_1000x1000.png.jpg?1684567805;9 г
Напиток негазированный «Darida» VitaMix, лимон-мята, 1 л;1.9;9;9;https://img.unistore.by/UserFiles/images/catalog/Goods/2548/00942548/norm/thumbs/00942548.n_1_1000x1000.png.jpg?1684567806;9.5 г
Напиток газированный «Darida» Крем-сода, 1.45 л;1.9100000000000001;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2744/00552744/norm/thumbs/00552744.n_1_1000x1000.png.jpg?1684567805;10 г
Напиток газированный «Darida» Ситро, 1.45 л;1.9100000000000001;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2749/00552749/norm/thumbs/00552749.n_1_1000x1000.png.jpg?1684567805;10 г
Напиток газированный «Дарида» снежок, 1.45 л;1.9100000000000001;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/3359/00553359/norm/thumbs/00553359.n_1_1000x1000.png.jpg?1684567805;8.1 г
Напиток газированный «Pepsi» со вкусом манго, 1.5 л;2.06;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6186/00966186/norm/thumbs/00966186.n_1_1000x1000.png.jpg?1684567806;1 ккал / 4 кДж
Напиток газ.«FANTOLA LIME» (пэт) 1л;2.09;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2078/01632078/norm/thumbs/01632078.n_1_1000x1000.png.jpg?1684355407;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газированный «Бела-Кола» Классик, 2 л;2.15;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/7118/00097118/norm/thumbs/00097118.n_1_1000x1000.png.jpg?1684567805;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
